auc_female_only_expression_model,auc_composition_only,paired_diff_mean,paired_diff_ci_lo,paired_diff_ci_hi,ci_excludes_zero
0.7829000268024656,0.7124095416778343,0.07240120064915839,-0.025144993894993983,0.17489954120972717,False
