n_total,n_fm,n_control,pct_female_fm,pct_female_control,chi2_sex_vs_label_statistic,chi2_sex_vs_label_pvalue,sex_only_classifier_auc,sex_only_classifier_auc_ci_lo,sex_only_classifier_auc_ci_hi,whole_cohort_logreg_auc_from_03,female_only_nested_cv_auc,female_only_nested_cv_auc_ci_lo,female_only_nested_cv_auc_ci_hi,n_female_only,n_female_only_fm,n_female_only_control
189,96,93,0.9479166666666666,0.44086021505376344,55.27850947532413,1.0460603436250398e-13,0.7274865591397849,0.6481833690750188,0.7980762250743336,0.8205786646908767,0.7829000268024656,0.7050601926380885,0.8583807286649814,132,91,41
